serialNumber,iaq,timestamp,eVOC,bearing,pressure,humidity,altitude,batteryPercent,eCO2,deviceId,luminance,iaqAccuracy,temperature,userId
VFC7uk23p7z,244.1877,1600330214934,17.40322,-138,97339,35.75081,337.2761,97,2598.307,So15xXTTj0GAoVeomUCA,6219,3,31.03985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,90.07846,1601854808351,1.583234,-19,95708,49.85744,478.5145,61,1012.492,UefkqbOojs07AR21i0ix,0,3,21.55485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,29.15782,1599272417104,0.539206,103,97196,55.32098,349.5821,97,519.9754,fFrU8brLxN5Wea7PQwJg,0,3,23.03985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,104.5011,1599693614648,1.585875,110,97377,49.40492,334.0084,97,1013.595,fFrU8brLxN5Wea7PQwJg,0,3,24.30485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,207.229,1600154114021,69.23713,-138,97547,50.14993,319.4023,97,3511.804,So15xXTTj0GAoVeomUCA,2895,3,27.32985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,31.76839,1599731120022,0.636829,-27,97186,49.14143,350.4438,97,564.0079,UefkqbOojs07AR21i0ix,740,3,23.73985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,136.6654,1600265416020,7.164687,-137,97071,39.58783,360.3517,97,2011.203,So15xXTTj0GAoVeomUCA,2095,3,27.83985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,29.34872,1600959312556,0.514566,99,95821,44.28838,468.6662,-237,507.5986,fFrU8brLxN5Wea7PQwJg,1100,1,25.68485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,250,1600476316499,83.47095,109,97187,61.89953,350.3575,97,3635.485,fFrU8brLxN5Wea7PQwJg,0,2,23.88485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,38.52887,1600956609974,0.546724,100,95878,43.88588,463.7022,-237,523.6393,fFrU8brLxN5Wea7PQwJg,1564,1,26.33985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,95.34212,1601583017584,1.928295,-18,95808,53.21897,469.7989,86,1142.924,UefkqbOojs07AR21i0ix,1,3,23.28985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,30.18451,1598936716542,0.621813,105,96926,59.26603,372.8582,97,557.6937,fFrU8brLxN5Wea7PQwJg,29,3,19.03485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,151.5934,1600757113718,2.438704,131,96664,58.813,395.4942,97,1298.272,fFrU8brLxN5Wea7PQwJg,414,3,24.18485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598406310533,0.5,146,96525,40.837,407.524,97,500,SAGvj9Ar25aG4i3Xxta1,0,0,25.415,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,51.45649,1599738318524,1.193355,-27,97098,45.29989,358.0249,97,825.4771,UefkqbOojs07AR21i0ix,981,3,24.26985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,77.14296,1599604516332,1.170476,104,97843,51.35344,294.0195,97,812.6709,fFrU8brLxN5Wea7PQwJg,0,3,22.32485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,114.7933,1600719318148,1.67967,133,96742,47.3974,388.75,97,1051.607,fFrU8brLxN5Wea7PQwJg,51,3,26.61985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,55.9649,1601673915868,0.703348,0,94134,55.8885,616.6769,79,590.2974,UefkqbOojs07AR21i0ix,10,3,21.54485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,126.0053,1599419117151,1.458851,104,97190,50.58643,350.099,97,958.3658,fFrU8brLxN5Wea7PQwJg,42,3,23.63485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,79.93169,1600543810838,2.263701,108,96834,60.08901,380.8005,97,1249.011,fFrU8brLxN5Wea7PQwJg,10,3,24.27485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,114.6599,1598703610605,7.08945,106,96088,54.03646,445.4346,97,2004.22,fFrU8brLxN5Wea7PQwJg,462,3,24.65485,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,194.5488,1600031112916,2.902807,64,97704,59.46601,305.9312,97,1413.519,gbeSfksDVEIUEEz60y87,11,3,25.12485,U6rvFKB7l8gOFQca1lMf8zP0i8X2
,25,1598404512784,0.5,-48,96514,43.11371,408.4764,97,500,UefkqbOojs07AR21i0ix,0,0,25.42061,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1600128015527,0.5,-111,97510,55.10697,322.5793,97,500,UefkqbOojs07AR21i0ix,0,1,25.70985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598299815173,0.5,180,96965,33.275,369.4927,97,500,SAGvj9Ar25aG4i3Xxta1,123,0,24.785,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,50.03637,1601655014124,0.691519,0,93916,54.39598,635.9603,81,585.8094,UefkqbOojs07AR21i0ix,9,3,21.73985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599724229028,0.5,-143,97347,20.478,336.5884,97,500,So15xXTTj0GAoVeomUCA,29396,0,40.67,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,158.5873,1600840212373,1.989962,108,96309,54.83848,426.2448,-234,1163.749,fFrU8brLxN5Wea7PQwJg,151,3,23.53485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,81.16598,1599869409269,1.378354,-138,97004,51.08545,366.1288,97,920.8176,So15xXTTj0GAoVeomUCA,0,3,23.82985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,46.68703,1599847518165,0.71586,109,96869,44.68487,377.7787,97,594.9634,fFrU8brLxN5Wea7PQwJg,3,3,26.44985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,174.9948,1600145416561,2.364236,108,97516,65.72307,322.0643,97,1277.757,fFrU8brLxN5Wea7PQwJg,5,3,21.66985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,59.9961,1601001009664,0.792904,-116,95494,52.64148,497.1905,73,622.0112,So15xXTTj0GAoVeomUCA,0,3,20.90985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,26.02003,1601456119212,0.51096,-48,96921,54.45698,373.2893,98,505.7376,UefkqbOojs07AR21i0ix,366,2,22.52985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,30.41376,1599764113019,0.518198,-139,96873,41.52235,377.4335,97,509.4596,So15xXTTj0GAoVeomUCA,0,1,25.90485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,46.28536,1598772017236,0.69939,98,95904,65.29158,461.4392,97,588.804,fFrU8brLxN5Wea7PQwJg,146,3,18.93485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,248.4939,1602312624542,47.71115,-173,97329,62.83405,338.1364,51,3265.468,I1t2t86ZQoGIAv1i30r9,77,2,22.62485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,49.00121,1600343416980,0.658541,109,97269,50.71693,343.2981,97,572.8794,fFrU8brLxN5Wea7PQwJg,1482,3,25.16985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,121.0537,1602621024002,2.138386,103,96327,48.77643,424.6836,99,1211.337,fFrU8brLxN5Wea7PQwJg,38,3,21.25485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,44.52553,1598853915166,0.843775,105,96973,59.50353,368.8028,97,638.4658,fFrU8brLxN5Wea7PQwJg,534,3,18.02985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,52.12792,1601912416853,0.724304,-6,96159,49.12344,439.2657,59,598.0662,UefkqbOojs07AR21i0ix,328,3,21.33485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,39.23184,1602192015751,0.617816,-172,97537,47.69092,320.2605,63,555.9875,I1t2t86ZQoGIAv1i30r9,861,3,24.24985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1599679526838,0.5,69,97259,55.381,344.1588,97,500,gbeSfksDVEIUEEz60y87,86,0,24.965,U6rvFKB7l8gOFQca1lMf8zP0i8X2
m3wjc22wyh88,103.9781,1598996117567,10.23266,106,96850,50.26193,379.4194,97,2246.987,fFrU8brLxN5Wea7PQwJg,39,3,23.71485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599713727890,0.5,-137,97296,48.4915,340.9746,97,500,So15xXTTj0GAoVeomUCA,59,0,23.46,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,31.063,1601773222723,0.582456,-173,94994,48.63044,540.9583,95,540.3918,I1t2t86ZQoGIAv1i30r9,0,3,19.63985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598434215736,0.5,-44,96829,39.7961,381.233,97,500,UefkqbOojs07AR21i0ix,901,0,26.86061,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1600718709025,0.5,62,96627,57.81249,398.6947,97,500,gbeSfksDVEIUEEz60y87,27,0,25.09985,U6rvFKB7l8gOFQca1lMf8zP0i8X2
m3wjc22wyh88,121.9675,1599412818082,1.510731,105,97118,51.73494,356.3012,97,981.4828,fFrU8brLxN5Wea7PQwJg,52,3,23.42485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,34.63185,1599760508352,0.532834,-139,96859,39.36133,378.6418,97,516.83,So15xXTTj0GAoVeomUCA,19,1,26.45485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,184.3661,1600098316768,1.432179,-112,97492,43.41486,324.1257,97,946.1593,UefkqbOojs07AR21i0ix,345,1,27.50485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,44.47848,1600104615727,0.56863,-114,97461,47.5874,326.7889,97,534.0352,UefkqbOojs07AR21i0ix,14,1,27.19985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599704129992,0.5,-139,97337,49.086,337.4481,97,500,So15xXTTj0GAoVeomUCA,0,0,23.87,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,72.10528,1601400924122,0.682429,113,97181,38.92584,350.874,52,582.308,fFrU8brLxN5Wea7PQwJg,84,1,27.55985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,95.57924,1601749812924,1.578311,-161,94804,27.94721,557.639,99,1010.432,I1t2t86ZQoGIAv1i30r9,6,3,33.62985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,86.68335,1600094117926,0.924554,110,97575,48.6409,316.9981,97,662.6583,fFrU8brLxN5Wea7PQwJg,1858,3,27.27485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,150.3026,1600969808857,1.335991,136,95794,42.82837,471.0186,97,900.1672,fFrU8brLxN5Wea7PQwJg,72,1,28.30485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,35.59524,1599249912902,0.623224,102,97420,52.02444,330.3118,97,558.2935,fFrU8brLxN5Wea7PQwJg,0,3,25.23485,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9u,25,1598516887027,0.5,-158,96984,35.2545,367.8536,97,500,null,452,0,26.59,null
m3wjc22wyh88,63.70478,1599824117117,1.135216,110,96889,52.40545,376.0517,97,792.4363,fFrU8brLxN5Wea7PQwJg,158,3,25.18485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,50.78874,1599937815279,0.97057,-140,97412,45.19489,330.9997,97,688.7775,So15xXTTj0GAoVeomUCA,0,3,26.21985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,184.8309,1601573426065,43.92175,-157,95854,22.42518,465.7926,99,3210.723,I1t2t86ZQoGIAv1i30r9,83,3,37.68985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,107.3004,1602087622238,1.789395,-174,97219,50.66744,347.6019,74,1093.469,I1t2t86ZQoGIAv1i30r9,158,3,24.26485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,25,1600950313461,0.5,-175,96025,40.87834,450.9119,95,500,So15xXTTj0GAoVeomUCA,2989,2,27.72985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,247.4733,1601689515068,62.37726,-159,94257,60.08653,605.8132,84,3442.782,I1t2t86ZQoGIAv1i30r9,0,3,22.01985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,239.4657,1598683818227,452.5359,105,96017,56.99598,451.6078,97,4753.717,fFrU8brLxN5Wea7PQwJg,201,3,24.23485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598414413568,0.5,-44,96584,42.77103,402.4158,97,500,UefkqbOojs07AR21i0ix,0,0,25.10061,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,203.7818,1601436923761,64.6116,112,96999,52.47296,366.5601,101,3466.063,fFrU8brLxN5Wea7PQwJg,0,3,22.92485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,70.22449,1601132714046,1.051551,-108,95720,36.21232,477.4682,104,741.7917,UefkqbOojs07AR21i0ix,38,3,22.93485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,113.7256,1600039218858,1.410835,106,97829,57.3415,295.2186,97,936.2257,fFrU8brLxN5Wea7PQwJg,0,3,23.05985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,29.64859,1599524416496,0.540295,104,97775,54.20148,299.845,97,520.5093,fFrU8brLxN5Wea7PQwJg,0,2,18.72985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,196.1245,1598653517766,20.19008,106,96017,51.08693,451.6078,97,2696.568,fFrU8brLxN5Wea7PQwJg,65,3,24.12985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,82.49452,1599539712209,1.145671,103,97870,57.53502,291.7071,97,798.5009,fFrU8brLxN5Wea7PQwJg,3,3,17.14985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,164.3177,1600122017066,1.368114,107,97557,61.73403,318.5437,97,915.8848,fFrU8brLxN5Wea7PQwJg,0,1,23.91485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,187.7997,1600388422195,12.98536,108,97212,57.4715,348.2045,97,2404.588,fFrU8brLxN5Wea7PQwJg,0,3,23.85485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,216.3616,1600095616527,1.769104,-140,97525,39.43783,321.291,97,1085.925,So15xXTTj0GAoVeomUCA,828,1,28.68985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,50.52286,1600532118162,1.116565,109,96867,59.60751,377.9513,97,781.4775,fFrU8brLxN5Wea7PQwJg,338,3,24.99985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,132.4643,1598986216014,50.05282,107,96838,47.5979,380.4557,97,3297.165,fFrU8brLxN5Wea7PQwJg,40,3,24.29985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1598610615388,0.5,107,95861,39.62283,465.183,97,500,fFrU8brLxN5Wea7PQwJg,1474,1,27.74985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,37.81424,1601125514668,0.628642,-105,95661,37.12233,482.6132,105,560.5839,UefkqbOojs07AR21i0ix,111,3,22.96985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,76.75988,1602111921221,1.056035,-174,97566,53.84148,317.7711,73,744.6064,I1t2t86ZQoGIAv1i30r9,0,3,22.56485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601877314532,0.5,-7,95900,51.28596,461.7873,60,500,UefkqbOojs07AR21i0ix,228,2,20.71485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,43.35167,1599783614854,0.80289,110,96971,52.43345,368.9748,97,625.323,fFrU8brLxN5Wea7PQwJg,0,3,22.90485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,30.9005,1598747716038,0.535615,98,95907,59.21452,461.1779,97,518.2073,fFrU8brLxN5Wea7PQwJg,0,2,20.42485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1602075020755,0.5,-175,97078,49.74244,359.7478,75,500,I1t2t86ZQoGIAv1i30r9,129,2,23.94985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,129.6802,1599552316883,5.918569,106,97974,49.60593,282.8056,97,1884.805,fFrU8brLxN5Wea7PQwJg,928,3,22.65985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,106.7626,1601935814719,1.172172,-10,96365,55.57649,421.3881,57,813.6285,UefkqbOojs07AR21i0ix,0,3,21.17985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,44.63744,1599372317569,0.638535,102,97065,50.82094,360.8687,97,564.7159,fFrU8brLxN5Wea7PQwJg,350,3,21.35485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1598918716942,0.5,105,97001,55.4175,366.3871,97,500,fFrU8brLxN5Wea7PQwJg,0,2,20.55485,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,220.8814,1598655614520,25.00816,156,95951,49.88793,457.3484,97,2838.143,SAGvj9Ar25aG4i3Xxta1,28,3,24.49985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,250,1599990016908,1000,-144,97841,16.71213,294.1907,97,6060.223,So15xXTTj0GAoVeomUCA,35827,2,47.43985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1600960814676,0.5,-99,95747,46.0199,475.1148,-9,500,UefkqbOojs07AR21i0ix,110,1,25.04485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599698414589,0.5,-139,97365,48.0655,335.0397,97,500,So15xXTTj0GAoVeomUCA,0,0,24.245,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,28.1394,1598638518365,0.525922,-32,95824,52.10345,468.4052,97,513.3749,UefkqbOojs07AR21i0ix,67,3,25.55485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,29.14421,1599202214114,0.546972,104,97816,49.39942,296.3325,97,523.7592,fFrU8brLxN5Wea7PQwJg,869,3,23.26485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601454319509,0.5,-51,96949,55.39999,370.8736,98,500,UefkqbOojs07AR21i0ix,316,2,22.53485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,195.3247,1601033408072,56.20691,163,95535,45.8584,493.6096,98,3373.876,So15xXTTj0GAoVeomUCA,201,3,21.61485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,171.8588,1598665211154,45.57758,107,95984,55.15297,454.4774,97,3235.204,fFrU8brLxN5Wea7PQwJg,0,3,24.12985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601368595423,0.5,-26,97172,39.39357,351.6495,37,500,UefkqbOojs07AR21i0ix,833,0,25.74371,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,114.6812,1600059917957,1.141074,107,97808,62.00204,297.017,97,795.841,fFrU8brLxN5Wea7PQwJg,50,3,20.55985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,44.79832,1599999917184,1.027327,-141,97727,34.63578,303.9589,97,726.374,So15xXTTj0GAoVeomUCA,2651,3,30.72485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,196.6225,1601092208953,9.115355,-69,95737,51.85196,475.9861,109,2170.498,UefkqbOojs07AR21i0ix,0,3,22.43985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,169.2165,1599792917033,1.29584,-137,96875,50.69994,377.2603,97,879.981,So15xXTTj0GAoVeomUCA,0,1,23.82985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,79.07568,1598691615215,2.978082,-31,96023,52.17945,451.0857,97,1430.455,UefkqbOojs07AR21i0ix,678,3,24.65985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,250,1600473611958,40.64727,108,97204,61.81903,348.8936,97,3159.469,fFrU8brLxN5Wea7PQwJg,0,2,23.84485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599699026285,0.5,-141,97357,48.2745,335.7278,97,500,So15xXTTj0GAoVeomUCA,0,0,24.175,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,216.5968,1601763015445,2.305892,-51,94794,56.1855,558.5173,68,1261.227,UefkqbOojs07AR21i0ix,0,1,21.41985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,86.2459,1601411115475,1.81172,-50,97184,52.99447,350.6154,105,1101.672,UefkqbOojs07AR21i0ix,56,3,22.07485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,26.32405,1601465115457,0.514295,-51,96782,50.46095,385.2932,97,507.4594,UefkqbOojs07AR21i0ix,358,3,23.69485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,250,1600319117778,3.389779,107,97273,58.15302,342.954,97,1516.113,fFrU8brLxN5Wea7PQwJg,40,1,21.65985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,30.02705,1599870018239,0.569829,107,97022,57.09649,364.5767,97,534.5923,fFrU8brLxN5Wea7PQwJg,0,3,22.38485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,72.49315,1599473112776,1.123837,104,97414,41.60486,330.8273,97,785.772,fFrU8brLxN5Wea7PQwJg,1646,3,23.04985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,61.20734,1600403718455,0.944337,109,97302,57.13149,340.4587,97,670.6515,fFrU8brLxN5Wea7PQwJg,0,3,22.73985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,35.70158,1602163220500,0.595519,-176,97372,43.69439,334.4383,67,546.261,I1t2t86ZQoGIAv1i30r9,179,3,23.49485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,164.1252,1600149011857,1.991825,108,97549,66.13757,319.2307,97,1164.368,fFrU8brLxN5Wea7PQwJg,364,3,21.59485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,250,1600096517215,2.474731,-140,97516,38.84332,322.0643,97,1307.974,So15xXTTj0GAoVeomUCA,769,1,28.68485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598383812784,0.5,166,96500,38.2485,409.6889,97,500,SAGvj9Ar25aG4i3Xxta1,59,0,26.22,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,54.89542,1600299317906,0.651521,108,97261,52.16545,343.9868,97,570.0435,fFrU8brLxN5Wea7PQwJg,0,3,23.57985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,82.8223,1598898017669,11.10786,103,96949,48.38091,370.8736,97,2301.278,fFrU8brLxN5Wea7PQwJg,60,3,23.30485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,51.4849,1599928517911,0.77328,111,97283,34.91879,342.0934,97,615.3798,fFrU8brLxN5Wea7PQwJg,2615,3,30.47485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,32.22942,1600953618973,0.524448,-99,95941,47.30941,458.2192,7,512.6321,UefkqbOojs07AR21i0ix,217,1,25.17985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1600780219500,0.5,-95,96372,49.23343,420.7816,91,500,UefkqbOojs07AR21i0ix,195,1,24.69985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,31.01119,1601973615649,0.551283,-11,96272,49.27044,429.4554,54,525.8369,UefkqbOojs07AR21i0ix,1308,3,22.00485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,125.2349,1603661420659,1.361588,159,95819,45.79691,468.8408,97,912.7219,I1t2t86ZQoGIAv1i30r9,43,3,24.11485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,31.06345,1599927007518,0.596643,-139,97226,39.19683,346.9993,97,546.7601,So15xXTTj0GAoVeomUCA,685,3,27.88485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,157.3126,1600756210440,2.665542,132,96669,58.416,395.0617,97,1357.109,fFrU8brLxN5Wea7PQwJg,302,3,24.06485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598298006377,0.5,-161,96906,33.5915,374.5841,97,500,SAGvj9Ar25aG4i3Xxta1,125,0,24.655,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,63.458,1599398418608,0.839406,105,97018,45.86089,364.9214,97,637.0923,fFrU8brLxN5Wea7PQwJg,1664,3,23.86985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,177.6539,1601490316567,13.06228,-32,96502,53.79497,409.5157,95,2408.496,UefkqbOojs07AR21i0ix,25,3,23.21985,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,250,1598577013667,3.684662,157,96251,46.82389,431.2778,97,1571.294,SAGvj9Ar25aG4i3Xxta1,0,2,24.84485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,40.98593,1599871818239,0.751258,107,97028,57.614,364.0585,97,607.7347,fFrU8brLxN5Wea7PQwJg,0,3,22.21985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1603353622380,0.5,101,97132,54.21498,355.0945,99,500,fFrU8brLxN5Wea7PQwJg,1519,2,21.98485,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,32.81398,1598528416717,0.526476,160,96816,36.74631,382.3561,97,513.6535,SAGvj9Ar25aG4i3Xxta1,1827,1,24.77985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,66.54102,1601534123487,1.025316,110,96045,53.86548,449.1726,101,725.0779,fFrU8brLxN5Wea7PQwJg,441,3,21.47485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,195.8338,1601577021332,49.17007,-156,95841,23.52969,466.925,99,3285.393,I1t2t86ZQoGIAv1i30r9,83,3,37.18985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,250,1600238118533,2.770524,121,97304,55.38399,340.2867,97,1382.664,fFrU8brLxN5Wea7PQwJg,460,1,23.93985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,61.48055,1599648618379,0.791132,111,97581,59.4875,316.4834,97,621.4192,fFrU8brLxN5Wea7PQwJg,985,3,23.98485,ztx11HwFoJPuDJd1p7lLilvvkjg2
